simb,n_simb,ucar_id,descr_ucar,tipo,cap_uso,ucar_ip,act
Lc1,1,1106,Complejo Complejo de suelos 1,Complejo,VIIws,6,0
Lc2,1,1107,Complejo Complejo de Suelos 2,Complejo,VIII,4,0
Lc3,1,1108,Complejo Complejo de suelos 3,Complejo,VIII,2,0
Lc4,1,1109,Complejo Villa Roch 4,Complejo,VIII,9,0
LCe,1,1110,Asociacion La Celina,Asociacion,VIsc,19,0
LCha,1,1111,Complejo Estancia La Chana,Complejo,IVws,37,0
LCo,1,1112,Consociacion La Colina,Consociacion,IIs,76,0
LCo1,1,1113,Complejo La Colina 1,Complejo,IIIs,47,0
LCo2,1,1114,Asociacion La Colina 2,Asociacion,IIIs,58,0
LD,1,1115,Complejo La Delicia,Complejo,IVs,37,0
LD1,1,1116,Complejo La Delicia 1,Complejo,VIws,16,0
LD10,1,1117,Complejo La Delicia 10,Complejo,VIws,24,0
LD11,1,1118,Complejo La Delicia 11,Complejo,VIws,22,0
LD12,1,1119,Complejo La Delicia 12,Complejo,IVws,36,0
LD13,1,1120,Complejo La Delicia 13,Complejo,IVes,35,0
LD14,1,1121,Complejo La Delicia 14,Complejo,VIs,22,0
LD15,1,1122,Complejo La Delicia 15,Complejo,IVws,33,0
LD16,1,1123,Asociacion La Delicia 16,Asociacion,IVs,32,0
LD2,1,1124,Complejo La Delicia 2,Complejo,IVws,28,0
LD3,1,1125,Complejo La Delicia 3,Complejo,IVws,28,0
LD4,1,1126,Complejo La Delicia 4,Complejo,IVws,27,0
LD5,1,1127,Complejo La Delicia 5,Complejo,IVws,32,0
LD6,1,1128,Complejo La Delicia 6,Complejo,VIws,22,0
LD7,1,1129,Complejo La Delicia 7,Complejo,IVws,27,0
LD8,1,1130,Complejo La Delicia 8,Complejo,IVes,32,0
LD9,1,1131,Complejo La Delicia 9,Complejo,IVes,29,0
LE,1,1132,Complejo La Emma,Complejo,VIws,16,0
LE1,1,1133,Asociacion La Emma 1,Asociacion,VIws,12,0
LE10,1,1134,Asociacion La Emma 10,Asociacion,VIIws,10,0
LE2,1,1135,Asociacion La Emma 2,Asociacion,VIIws,5,0
LE3,1,1136,Asociacion La Emma 3,Asociacion,VIws,11,0
LE4,1,1137,Asociacion La Emma 4,Asociacion,VIws,14,0
LE5,1,1138,Complejo La Emma 5,Complejo,VIIws,9,0
LE6,1,1139,Complejo La Emma 6,Complejo,VIIws,10,0
LE7,1,1140,Complejo La Emma 7,Complejo,VIws,11,0
LE8,1,1141,Complejo La Emma 8,Complejo,VIIws,10,0
LE9,1,1142,Complejo La Emma 9,Complejo,VIIws,9,0
LEs,1,1143,Complejo La Escocia,Complejo,VIws,12,0
LEs1,1,1144,Complejo La Escocia 1,Complejo,VIws,19,0
LEs10,1,1145,Complejo La Escocia 10,Complejo,VIIws,9,0
LEs11,1,1146,Complejo La Escocia 11,Complejo,IVws,34,0
LEs12,1,1147,Complejo La Escocia 12,Complejo,VIws,21,0
LEs13,1,1148,Complejo La Escocia 13,Complejo,VIws,18,0
LEs14,1,1149,Complejo La Escocia 14,Complejo,VIws,16,0
LEs15,1,1150,Complejo La Escocia 15,Complejo,VIws,16,0
LEs2,1,1151,Complejo La Escocia 2,Complejo,VIws,25,0
LEs3,1,1152,Complejo La Escocia 3,Complejo,VIws,17,0
LEs4,1,1153,Complejo La Escocia 4,Complejo,VIws,14,0
LEs5,1,1154,Complejo La Escocia 5,Complejo,VIws,18,0
LEs6,1,1155,Complejo La Escocia 6,Complejo,VIws,21,0
LEs7,1,1156,Complejo La Escocia 7,Complejo,VIws,17,0
LEs8,1,1157,Complejo La Escocia 8,Complejo,VIws,22,0
LEs9,1,1158,Complejo La Escocia 9,Complejo,VIIws,11,0
LG,1,1159,Consociacion Las Gamas,Consociacion,IIIw,65,0
LG1,1,1160,Consociacion Las Gamas 1,Consociacion,IVw,33,0
LG10,1,1161,Consociacion Las Gamas 10,Consociacion,IIIw,64,0
LG11,1,1162,Consociacion Las Gamas 11,Consociacion,IIIw,60,0
LG2,1,1163,Complejo Las Gamas 2,Complejo,IIIw,58,0
LG3,1,1164,Complejo Las Gamas 3,Complejo,IIIw,55,0
LG5,1,1165,Complejo Las Gamas 5,Complejo,IVw,50,0
LG6,1,1166,Complejo Las Gamas 6,Complejo,IVws,43,0
LG8,1,1167,Complejo Las Gamas 8,Complejo,IVw,42,0
LG9,1,1168,Asociacion Juncal 9,Asociacion,IIs,0,0
LGn,1,1169,Consociacion La Guanaca,Consociacion,VIIes,11,0
LgP,1,1170,Complejo Laguna Puan,Complejo,IIIes,55,0
LgP1,1,1171,Asociacion Laguna Puan 1,Asociacion,IIs,62,0
LgP2,1,1172,Consociacion Laguna Puan 2,Consociacion,IIIsc,52,0
LgP3,1,1173,Asociacion Laguna Puan 3,Asociacion,NA,0,0
LGZ,1,1174,Complejo La Guarida del Zorro,Complejo,VIws,18,0
LH,1,1175,Complejo Las Heras,Complejo,VIws,17,0
LH1,1,1176,Complejo Las Heras 1,Complejo,VIws,33,0
LHe,1,1177,Complejo Las Hermanas,Complejo,VIws,8,0
LHe1,1,1178,Complejo Las Hermanas 1,Complejo,VIws,13,0
LHe2,1,1179,Asociacion Las Hermanas 2,Asociacion,VIws,25,0
LHe3,1,1180,Complejo Las Hermanas 3,Complejo,IVws,28,0
LHe5,1,1181,Complejo Las Hermanas 5,Complejo,VIIws,9,0
LHe6,1,1182,Complejo Las Hermanas 6,Complejo,NA,NA,1
LHe7,1,1183,Complejo Las Hermanas 7,Complejo,NA,NA,1
Li,1,1184,Consociacion Lima,Consociacion,Vw,36,0
LL,1,1185,Complejo La Libertad,Complejo,VIws,14,0
LL1,1,1186,Complejo La Libertad 1,Complejo,VIIws,8,0
LL2,1,1187,Complejo La Libertad 2,Complejo,VIws,15,0
LL3,1,1188,Complejo La Libertad 3,Complejo,VIws,29,0
LL4,1,1189,Complejo La Libertad 4,Complejo,VIws,33,0
LLa,1,1190,Complejo Estacion La Limpia,Complejo,VIws,21,0
LLa1,1,1191,Complejo Estacion La Limpia 1,Complejo,IVws,34,0
LLa2,1,1192,Complejo Estacion La Limpia 2,Complejo,VIws,22,0
LLa3,1,1193,Complejo Estacion La Limpia 3,Complejo,VIws,22,0
LLa4,1,1194,Complejo Estacion La Limpia 4,Complejo,VIIws,10,0
LLa5,1,1195,Complejo Estacion La Limpia 5,Complejo,VIIws,6,0
LLa6,1,1196,Complejo Estacion La Limpia 6,Complejo,VIws,17,0
LLa7,1,1197,Complejo Estacion La Limpia 7,Complejo,IVws,29,0
LLg,1,1198,Complejo La Laguna,Complejo,IVws,47,0
LLo,1,1199,Asociacion La Loma,Asociacion,IIIs,63,0
LLo1,1,1200,Complejo La Loma 1,Complejo,IVws,33,0
LLo10,1,1201,Complejo La Loma 10,Complejo,NA,NA,1
LLo2,1,1202,Complejo La Loma 2,Complejo,IVws,41,0
LLo3,1,1203,Asociacion La Loma 3,Asociacion,NA,51,1
LLo4,1,1204,Consociacion La Loma 4,Consociacion,NA,NA,1
LLo5,1,1205,Asociacion La Loma 5,Asociacion,NA,NA,1
LLo6,1,1206,Asociacion La Loma 6,Asociacion,NA,NA,1
LLo7,1,1207,Asociacion La Loma 7,Asociacion,NA,NA,1
LLo8,1,1208,Consociacion La Loma 8,Consociacion,NA,NA,1
LLo9,1,1209,Complejo La Loma 9,Complejo,NA,NA,1
LM,1,1210,Complejo Los Mochos,Complejo,VIws,10,0
LM1,1,1211,Complejo Los Mochos 1,Complejo,VIws,33,0
LM2,1,1212,Complejo Los Mochos 2,Complejo,VIws,24,0
LM3,1,1213,Complejo Los Mochos 3,Complejo,VIws,16,0
LM4,1,1214,Complejo Los Mochos 4,Complejo,VIws,31,0
LM6,1,1215,Consociacion Los Mochos 6,Consociacion,VIIws,8,0
LM7,1,1216,Asociacion Los Mochos 7,Asociacion,VIws,19,0
LM8,1,1217,Complejo Los Mochos 8,Complejo,VIws,19,0
LM9,1,1218,Asociacion Los Mochos 9,Asociacion,VIws,25,0
LMa,1,1219,Complejo La Malacara,Complejo,VIws,18,0
LMa1,1,1220,Complejo La Malacara 1,Complejo,VIws,25,0
LMa11,1,1221,Complejo La Malacara 11,Complejo,VIIws,9,0
LMa2,1,1222,Complejo La Malacara 2,Complejo,VIws,35,0
LMa3,1,1223,Complejo La Malacara 3,Complejo,VIws,28,0
LMa4,1,1224,Complejo La Malacara 4,Complejo,VIws,11,0
LMa5,1,1225,Complejo La Malacara 5,Complejo,VIws,15,0
LMa6,1,1226,Complejo La Malacara 6,Complejo,VIIws,10,0
LMa7,1,1227,Complejo La Malacara 7,Complejo,VIws,17,0
LMa8,1,1228,Consociacion La Malacara 8,Consociacion,VIIws,7,0
LMa9,1,1229,Complejo La Malacara 9,Complejo,NA,23,1
LMs,1,1230,Complejo Las Margaritas,Complejo,VIws,16,0
LMs1,1,1231,Complejo Las Margaritas 1,Complejo,VIIws,6,0
LMs3,1,1232,Complejo Las Margaritas 3,Complejo,NA,NA,1
LMt,1,1233,Asociacion Las Martinetas,Asociacion,IVs,45,0
Ln,1,1234,Consociacion Lincoln,Consociacion,IIs,74,0
Ln1,1,1235,Consociacion Lincoln 1,Consociacion,IIs,77,0
LN1,1,1236,Consociacion Las Nutrias 1,Consociacion,VIws,23,0
Ln10,1,1237,Complejo Lincoln 10,Complejo,IIIws,64,0
Ln11,1,1238,Complejo Lincoln 11,Complejo,IIIws,67,0
Ln12,1,1239,Consociacion Lincoln 12,Consociacion,IIw,70,0
Ln13,1,1240,Complejo Lincoln 13,Complejo,IIIws,55,0
Ln14,1,1241,Complejo Lincoln 14,Complejo,IVws,46,0
Ln15,1,1242,Complejo Lincoln 15,Complejo,IVws,46,0
Ln16,1,1243,Complejo Lincoln 16,Complejo,IIIws,54,0
Ln17,1,1244,Complejo Lincoln 17,Complejo,IIIws,61,0
Ln18,1,1245,Complejo Lincoln 18,Complejo,IIs,73,0
Ln19,1,1246,Complejo Lincoln 19,Complejo,IIIs,61,0
Ln2,1,1247,Complejo Lincoln 2,Complejo,IIIws,64,0
Ln20,1,1248,Asociacion Lincoln 20,Asociacion,IIIs,67,0
Ln21,1,1249,Complejo Lincoln 21,Complejo,IIIws,66,0
Ln22,1,1250,Asociacion Lincoln 22,Asociacion,IIIs,68,0
Ln23,1,1251,Asociacion Lincoln 23,Asociacion,IIIs,64,0
Ln24,1,1252,Asociacion Lincoln 24,Asociacion,IIs,73,0
Ln25,1,1253,Lincoln 25,NA,IIs,70,0
Ln26,1,1254,Asociacion Lincoln 26,Asociacion,IIs,71,0
Ln27,1,1255,Asociacion Lincoln 27,Asociacion,IIs,80,0
Ln28,1,1256,Asociacion Lincoln 28,Asociacion,IIIs,61,0
Ln29,1,1257,Asociacion Lincoln 29,Asociacion,IIIs,66,0
Ln3,1,1258,Complejo Lincoln 3,Complejo,IIs,70,0
LN3,1,1259,Asociacion Las Nutrias 3,Asociacion,NA,NA,1
Ln30,1,1260,Asociacion Lincoln 30,Asociacion,IIIs,63,0
Ln31,1,1261,Asociacion Lincoln 31,Asociacion,IIIs,67,0
Ln32,1,1262,Complejo Lincoln 32,Complejo,IIIw,67,0
Ln33,1,1263,Asociacion Lincoln 33,Asociacion,IIs,62,0
Ln34,1,1264,Complejo Lincoln 34,Complejo,IIIws,58,0
Ln35,1,1265,Asociacion Lincoln 35,Asociacion,IIIws,55,0
Ln36,1,1266,Lincoln 36,NA,IIs,63,0
Ln37,1,1267,Asociacion Lincoln 37,Asociacion,IIIws,50,0
Ln38,1,1268,Complejo Lincoln 38,Complejo,IIIws,63,0
Ln4,1,1269,Complejo Lincoln 4,Complejo,IIs,72,0
LN4,1,1270,Asociacion Las Nutrias 4,Asociacion,IVws,52,0
Ln5,1,1271,Complejo Lincoln 5,Complejo,IIs,69,0
Ln6,1,1272,Complejo Lincoln 6,Complejo,IVws,56,0
Ln7,1,1273,Complejo Lincoln 7,Complejo,IIIws,63,0
Ln8,1,1274,Consociacion Lincoln 8,Consociacion,IIws,73,0
Ln9,1,1275,Lincoln 9,NA,IIIws,68,0
LNE,1,1276,Complejo La Nueva Esperanza,Complejo,VIws,24,0
LNE1,1,1277,Complejo La Nueva Esperanza 1,Complejo,VIws,23,0
LNE2,1,1278,Complejo La Nueva Esperanza 2,Complejo,IVws,45,0
LNE3,1,1279,Complejo La Nueva Esperanza 3,Complejo,IVws,41,0
LNE4,1,1280,Complejo La Nueva Esperanza 4,Complejo,IVws,42,0
LNE5,1,1281,Complejo La Nueva Esperanza 5,Complejo,VIws,32,0
LNE6,1,1282,Complejo La Nueva Esperanza 6,Complejo,NA,NA,1
LNj,1,1283,Consociacion Los Naranjos,Consociacion,I-2,90,0
LNj1,1,1284,Asociacion Los Naranjos 1,Asociacion,IIw,83,0
LNj2,1,1285,Asociacion Los Naranjos 2,Asociacion,IIIws,72,0
LNj3,1,1286,Asociacion Los Naranjos 3,Asociacion,IIw,79,0
LNj4,1,1287,Consociacion Los Naranjos 4,Consociacion,IIs,82,0
Lo,1,1288,Loberia,NA,IIIws,47,0
Lo10,1,1289,Asociacion Loberia 10,Asociacion,IIIws,45,0
Lo11,1,1290,Complejo Loberia 11,Complejo,NA,NA,1
Lo12,1,1291,Asociacion Loberia 12,Asociacion,NA,NA,1
Lo13,1,1292,Complejo Loberia 13,Complejo,NA,NA,1
LO2,1,1293,Complejo La Otomana 2,Complejo,IIIws,59,0
Lo3,1,1294,Complejo Loberia 3,Complejo,IIIws,59,0
LO3,1,1295,Complejo La Otomana 3,Complejo,IIIws,55,0
Lo4,1,1296,Complejo Loberia 4,Complejo,IIIws,46,0
Lo6,1,1297,Complejo Loberia 6,Complejo,VIws,29,0
Lo7,1,1298,Complejo Loberia 7,Complejo,IVws,40,0
Lo8,1,1299,Asociacion Loberia 8,Asociacion,IIIw,64,0
Lo9,1,1300,Complejo Loberia 9,Complejo,IIIws,53,0
Lob,1,1301,Consociacion Lobos,Consociacion,I-2,78,0
Lob1,1,1302,Asociacion Lobos 1,Asociacion,IVws,49,0
Lob2,1,1303,Asociacion Lobos 2,Asociacion,IIIws,66,0
Lob3,1,1304,Complejo Lobos 3,Complejo,IVws,44,0
LOt1,1,1305,Complejo La Otomana 1,Complejo,NA,NA,1
LOt2,1,1306,Complejo La Otomana 2,Complejo,NA,NA,1
LOt3,1,1307,Complejo La Otomana 3,Complejo,NA,NA,1
LOt5,1,1308,Complejo La Otomana 5,Complejo,NA,NA,1
LPa,1,1309,Complejo La Paulina,Complejo,VIIws,5,0
LPa1,1,1310,Complejo La Paulina 1,Complejo,VIws,15,0
LPa2,1,1311,Consociacion La Paulina 2,Consociacion,VIIws,5,0
LPa3,1,1312,Asociacion La Paulina 3,Asociacion,IVws,25,0
LPa4,1,1313,Complejo La Paulina 4,Complejo,VIIws,6,0
Lpd1,1,1314,Asociacion Laprida 1,Asociacion,IIIs,53,0
Lpd10,1,1315,Complejo Laprida 10,Complejo,IIIs,67,0
Lpd11,1,1316,Asociacion Laprida 11,Asociacion,IIs,70,0
Lpd13,1,1317,Asociacion Laprida 13,Asociacion,IIes,77,0
Lpd14,1,1318,Asociacion Laprida 14,Asociacion,IIes,71,0
Lpd15,1,1319,Laprida 15,NA,IIIes,67,0
Lpd16,1,1320,Complejo Laprida 16,Complejo,IIs,78,0
Lpd17,1,1321,Complejo Laprida 17,Complejo,IIIs,65,0
Lpd18,1,1322,Complejo Laprida 18,Complejo,IIIs,63,0
Lpd19,1,1323,Consociacion Laprida 19,Consociacion,I-1,83,0
Lpd2,1,1324,Complejo Laprida 2,Complejo,IIIs,61,0
LPd2,1,1325,Complejo Laprida 2,Complejo,IIIs,57,0
Lpd20,1,1326,Consociacion Laprida 20,Consociacion,I-1,81,0
Lpd21,1,1327,Complejo Laprida 21,Complejo,NA,NA,1
Lpd22,1,1328,Complejo Laprida 22,Complejo,NA,NA,1
Lpd3,1,1329,Complejo Laprida 3,Complejo,IIs,79,0
Lpd4,1,1330,Complejo Laprida 4,Complejo,IIIws,66,0
Lpd5,1,1331,Complejo Laprida 5,Complejo,IIIws,56,0
Lpd8,1,1332,Consociacion Laprida 8,Consociacion,IIs,82,0
Lpd9,1,1333,Asociacion Laprida 9,Asociacion,IIs,74,0
LPg,1,1334,La Pandorga,NA,NA,0,0
LPg1,1,1335,Asociacion La Pandorga 1,Asociacion,IIIws,44,0
LPg2,1,1336,Complejo La Pandorga 2,Complejo,IIIws,57,0
LPg3,1,1337,Asociacion La Pandorga 3,Asociacion,IVws,39,0
LPg5,1,1338,Complejo La Pandorga 5,Complejo,IVws,44,0
LPg6,1,1339,Asociacion La Pandorga 6,Asociacion,NA,0,0
LPn1,1,1340,Consociacion La Ponderosa 1,Consociacion,IVws,18,0
LPn2,1,1341,Complejo La Ponderosa 2,Complejo,IVes,38,0
LR,1,1342,Complejo La Retranca,Complejo,IVws,0,0
LRs,1,1343,Complejo Las Armas,Complejo,IIw,40,0
LRs1,1,1344,Complejo Las Armas 1,Complejo,IIIws,38,0
LRs10,1,1345,Complejo Las Armas 10,Complejo,IIIws-VIs,27,0
LRs11,1,1346,Complejo Las Armas 11,Complejo,IIIws,27,0
LRs12,1,1347,Complejo Las Armas 12,Complejo,IIIws-VIws,23,0
LRs13,1,1348,Las Armas 13,NA,IIIws-VIws,26,0
LRs14,1,1349,Complejo Las Armas 14,Complejo,IIIws-VIws,30,0
LRs15,1,1350,Complejo  Las Armas 15,Complejo,IIws-VIws,33,0
LRs2,1,1351,Complejo Las Armas 2,Complejo,IIs,45,0
LRs3,1,1352,Complejo Las Armas 3,Complejo,VIws,35,0
LRs4,1,1353,Complejo Las Armas 4,Complejo,VIws,19,0
LRs5,1,1354,Complejo Las Armas 5,Complejo,VIws,20,0
LRs6,1,1355,Complejo Las Armas 6,Complejo,IVws,34,0
LRs7,1,1356,Complejo Las Armas 7,Complejo,IVs,31,0
LRs8,1,1357,Complejo Las Armas 8,Complejo,VIws,21,0
LRs9,1,1358,Complejo Las Armas 9,Complejo,IIIs-VIs,27,0
LS,1,1359,Complejo La Saturna,Complejo,VIIws,36,0
LS1,1,1360,Complejo La Saturna 1,Complejo,VIIws,16,0
LT,1,1361,Lagunas Temporarias,NA,VIIws,5,0
LTi1,1,1362,Complejo La Tigra 1,Complejo,IVws,33,0
LTi10,1,1363,Complejo La Tigra 10,Complejo,IVws,45,0
LTi11,1,1364,Complejo La Tigra 11,Complejo,IIIws,46,0
LTi12,1,1365,Complejo La Tigra 12,Complejo,IVws,30,0
LTi13,1,1366,Complejo La Tigra 13,Complejo,IVws,35,0
LTi14,1,1367,Complejo La Tigra 14,Complejo,IVws,40,0
LTi15,1,1368,Complejo La Tigra 15,Complejo,IVws,0,0
LTi16,1,1369,La Tigra 16,NA,NA,0,0
LTi2,1,1370,Asociacion La Tigra 2,Asociacion,VIws,20,0
LTi3,1,1371,Complejo La Tigra 3,Complejo,IVws,41,0
LTi4,1,1372,Complejo La Tigra 4,Complejo,IVws,35,0
LTi5,1,1373,Consociacion La Tigra 5,Consociacion,IVws,0,0
LTi9,1,1374,Complejo La Tigra 9,Complejo,IVws,39,0
LV,1,1375,Complejo Estancia La Victoria,Complejo,VIws,17,0
Lz10,1,1376,Complejo Lazzarino 10,Complejo,VIws,24,0
Lz11,1,1377,Lazzarino 11,NA,VIw,33,0
Lz12,1,1378,Complejo Lazzarino 12,Complejo,IVws,46,0
Lz13,1,1379,Complejo Lazzarino 13,Complejo,IIIs,50,0
Lz14,1,1380,Lazzarino 14,NA,IVws,40,0
Lz2,1,1381,Complejo Lazzarino 2,Complejo,IVws,41,0
Lz7,1,1382,Complejo Lazzarino 7,Complejo,IWws,42,0
Lz8,1,1383,Complejo Lazzarino 8,Complejo,IVws,36,0
Lz9,1,1384,Complejo Lazzarino 9,Complejo,IVws,33,0
M,1,1385,- Miscelaneas ciudades y o poblados,-,VIII,1,0
M1,1,1386,Consociacion Arenas y conchillas 1,Consociacion,VIII,1,0
M2,1,1387,- Afloramiento rocoso con pastos naturales 2,-,-,8,0
M3,1,1388,- Miscelaneas Rios y arroyos 3,-,VIII,1,0
M4,1,1389,- Miscelaneas Afloramiento Calcareo 4,-,VIII,2,0
MA,1,1390,Complejo Mal Abrigo,Complejo,VIws,8,0
Ma1,1,1391,Consociacion Manantiales 1,Consociacion,VIIws,5,0
Mb,1,1393,Complejo Mal Abrigo,Complejo,VIIws,10,0
Mb1,1,1394,Complejo Mal Abrigo 1,Complejo,VIws,8,0
Mc,1,1395,Consociacion Mercedes,Consociacion,I-2,77,0
Mc1,1,1396,Consociacion Mercedes 1,Consociacion,IIw,71,0
Mc10,1,1397,Asociacion Mercedes 10,Asociacion,IIIws,54,0
Mc11,1,1398,Asociacion Mercedes 11,Asociacion,IVes,46,0
Mc13,1,1399,Asociacion Mercedes 13,Asociacion,IIIws,68,0
Mc14,1,1400,Asociacion Mercedes 14,Asociacion,IIIws,63,0
Mc17,1,1401,Asociacion Mercedes 17,Asociacion,NA,NA,1
Mc19,1,1402,Consociacion Mercedes 19,Consociacion,NA,NA,1
Mc2,1,1403,Asociacion Mercedes 2,Asociacion,IIIws,66,0
Mc3,1,1404,Asociacion Mercedes 3,Asociacion,IIIws,60,0
Mc4,1,1405,Consociacion Mercedes 4,Consociacion,IIIes,59,0
Mc5,1,1406,Asociacion Mercedes 5,Asociacion,IIIes,57,0
Mc6,1,1407,Asociacion Mercedes 6,Asociacion,IIIes,64,0
Mc7,1,1408,Asociacion Mercedes 7,Asociacion,IIIes,55,0
Mc8,1,1409,Asociacion Mercedes 8,Asociacion,IIIes,60,0
MCh,1,1410,Consociacion Mar Chiquita,Consociacion,I-1,90,0
MCh1,1,1411,Consociacion Mar Chiquita 1,Consociacion,IIw,81,0
MCr2,1,1412,Complejo Micaela Cascallares 2,Complejo,IIw,70,0
Md,1,1413,Asociacion Magdalena,Asociacion,VIws,49,0
Md1,1,1414,Asociacion Magdalena 1,Asociacion,IIIws,48,0
Md2,1,1415,Asociacion Magdalena 2,Asociacion,IIIws,48,0
Md3,1,1416,Asociacion Magdalena 3,Asociacion,IVws,48,0
Md4,1,1417,Asociacion Magdalena 4,Asociacion,IVws,44,0
Md5,1,1418,Consociacion Magdalena 5,Consociacion,IIw,61,0
Md6,1,1419,Consociacion Magdalena 6,Consociacion,IIw,67,0
Md7,1,1420,Asociacion Magdalena 7,Asociacion,IIIws,54,0
Md8,1,1421,Asociacion Magdalena 8,Asociacion,IVew,0,0
Md9,1,1422,Consociacion Magdalena 9,Consociacion,IIIw,53,0
Me1,1,1423,Complejo Mechongue 1,Complejo,VIws,18,0
Me2,1,1424,Complejo Mechongue 2,Complejo,IIIws,53,0
Me3,1,1425,Complejo Mechongue 3,Complejo,VIws,34,0
Me4,1,1426,Complejo Mechongue 4,Complejo,VIws,27,0
Med,1,1427,GND Medano,GND,VIIs,10,0
MedC,1,1428,Grupo no diferenc Complejo de medanos costeros,Grupo no diferenc,NA,NA,1
MedE,1,1429,GND Medano,GND,VIs,10,0
Mg,1,1430,Consociacion General Madariaga,Consociacion,VIws,19,0
Mg1,1,1431,Consociacion General Madariaga 1,Consociacion,VIws,18,0
Mg2,1,1432,Complejo General Madariaga 2,Complejo,VIws,15,0
Mg3,1,1433,Complejo General Madariaga 3,Complejo,IVws,15,0
Mg4,1,1434,Complejo General Madariaga 4,Complejo,VIws,25,0
Mg5,1,1435,Complejo General Madariaga 5,Complejo,VIws,15,0
Mi,1,1436,Consociacion Micheo,Consociacion,VIs,18,0
Min,1,1437,Complejo Minana,Complejo,NA,0,0
Mm,1,1438,Consociacion Membrillar,Consociacion,IVws,39,0
Mo,1,1439,Consociacion Moquehua,Consociacion,Vw,32,0
Mol,1,1440,Asociacion Molina,Asociacion,VIes,35,0
MP,1,1441,Consociacion Mar del Plata,Consociacion,IIes,68,0
MP1,1,1442,Complejo Mar del Plata 1,Complejo,IIw,72,0
MP10,1,1443,Complejo Mar del Plata 10,Complejo,IIs,72,0
MP11,1,1444,Complejo Mar del Plata 11,Complejo,IIe,74,0
MP12,1,1445,Complejo Mar del Plata 12,Complejo,IIe,70,0
MP13,1,1446,Complejo Mar del Plata 13,Complejo,IIe,70,0
MP14,1,1447,Complejo Mar del Plata 14,Complejo,IIIws,52,0
MP15,1,1448,Complejo Mar del Plata 15,Complejo,IIIws,64,0
MP16,1,1449,Asociacion Mar del Plata 16,Asociacion,IIIes,60,0
MP17,1,1450,Consociacion Mar del Plata 17,Consociacion,IIIe,75,0
MP18,1,1451,Complejo Mar del Plata 18,Complejo,IIs,70,0
MP19,1,1452,Complejo Mar del Plata 19,Complejo,IIIw,68,0
MP2,1,1453,Consociacion Mar del Plata 2,Consociacion,IIes,73,0
MP20,1,1454,Complejo Mar del Plata 20,Complejo,IIIw,62,0
MP21,1,1455,Consociacion Mar del Plata 21,Consociacion,IIe,78,0
MP22,1,1456,Complejo Mar del Plata 22,Complejo,IIIs,65,0
MP23,1,1457,Complejo Mar del Plata 23,Complejo,IIs,70,0
MP24,1,1458,Complejo Mar del Plata 24,Complejo,IIIw,66,0
MP25,1,1459,Consociacion Mar del Plata 25,Consociacion,I-1,80,0
MP26,1,1460,Consociacion Mar del Plata 26,Consociacion,IIe,79,0
MP27,1,1461,Consociacion Mar del Plata 27,Consociacion,IIe,72,0
MP28,1,1462,Complejo Mar del Plata 28,Complejo,IIw,78,0
MP29,1,1463,Complejo Mar del Plata 29,Complejo,IIs,69,0
MP3,1,1464,Consociacion Mar del Plata 3,Consociacion,IIIes,69,0
MP30,1,1465,Consociacion Mar del Plata 30,Consociacion,IIIe,50,0
MP31,1,1466,Complejo Mar del Plata 31,Complejo,IIIw,60,0
Mp32,1,1467,Asociacion Maipu 32,Asociacion,IIIws,47,0
MP32,1,1468,Consociacion Mar del Plata 32,Consociacion,IIIe,58,0
MP33,1,1469,Consociacion Mar del Plata 33,Consociacion,I-1,83,0
MP34,1,1470,Consociacion Mar del Plata 34,Consociacion,IIw,77,0
MP35,1,1471,Complejo Mar del Plata 35,Complejo,IIs,70,0
MP36,1,1472,Consociacion Mar del Plata 36,Consociacion,IIe,81,0
MP37,1,1473,Complejo Mar del Plata 37,Complejo,IIIs,66,0
MP38,1,1474,Complejo Mar del Plata 38,Complejo,IIIes,60,0
MP39,1,1475,Consociacion Mar del Plata 39,Consociacion,I-1,86,0
MP4,1,1476,Complejo Mar del Plata 4,Complejo,IIes,70,0
MP40,1,1477,Consociacion Mar del Plata 40,Consociacion,I-1/IIw,86,0
MP41,1,1478,Complejo Mar del Plata 41,Complejo,IIw,76,0
MP42,1,1479,Complejo Mar del Plata 42,Complejo,IIw,74,0
MP44,1,1480,Complejo Mar del Plata 44,Complejo,IIIew,60,0
MP45,1,1481,Complejo Mar del Plata 45,Complejo,IIIw,65,0
MP46,1,1482,Complejo Mar del Plata 46,Complejo,IIIw,68,0
MP47,1,1483,Complejo Mar del Plata 47,Complejo,IIe,72,0
MP48,1,1484,Complejo Mar del Plata 48,Complejo,IIIws,61,0
MP49,1,1485,Complejo Mar del Plata 49,Complejo,IIIw,56,0
MP5,1,1486,Consociacion Mar del Plata 5,Consociacion,IIw,78,0
MP50,1,1487,Complejo Mar del Plata 50,Complejo,IIIes,54,0
MP6,1,1488,Consociacion Mar del Plata 6,Consociacion,IVes,45,0
MP7,1,1489,Consociacion Mar del Plata 7,Consociacion,I-3,88,0
MP8,1,1490,Complejo Mar del Plata 8,Complejo,IIe,78,0
MP9,1,1491,Complejo Mar del Plata 9,Complejo,IIIes,50,0
Mpu,1,1492,Asociacion Maipu,Asociacion,NA,NA,1
Mpu1,1,1493,Consociacion Maipu 1,Consociacion,NA,NA,1
Mpu10,1,1494,Complejo Maipu 10,Complejo,IIIws,NA,0
